,sentence,word,sym,sem,sns
26703, p25/d2533,observed,observe,EPS,observe.v.03
26704, p25/d2533,how,manner,QUE,manner.n.01
26705, p25/d2533,butterflies,butterfly,CON,butterfly.n.01
26706, p25/d2533,fly,fly,ENS,fly.v.01
26707, p25/d2533,.,.,NIL,O
26708, p88/d3058,He,male,PRO,male.n.02
26709, p88/d3058,pulled,pull~up,EPS,pull_up.v.04
26710, p88/d3058,up,up,REL,O
26711, p88/d3058,the,the,DEF,O
26712, p88/d3058,weed,weed,CON,weed.n.01
26713, p88/d3058,and,and,COO,O
26714, p88/d3058,threw,throw~away,EPS,throw_away.v.01
26715, p88/d3058,it,entity,PRO,entity.n.01
26716, p88/d3058,away,away,REL,O
26717, p88/d3058,.,.,NIL,O
26718, p42/d1704,Tom,tom,PER,male.n.02
26719, p42/d1704,bought,buy,EPS,buy.v.01
26720, p42/d1704,three,3,QUC,O
26721, p42/d1704,pounds,pound,UOM,O
26722, p42/d1704,of,of,AND,O
26723, p42/d1704,bananas,banana,CON,banana.n.02
26724, p42/d1704,.,.,NIL,O
26725, p05/d3103,His,male,HAS,male.n.02
26726, p05/d3103,opinion,opinion,CON,opinion.n.01
26727, p05/d3103,was,be,PST,O
26728, p05/d3103,unimportant,unimportant,IST,unimportant.a.01
26729, p05/d3103,.,.,NIL,O
26730, p26/d3345,He,male,PRO,male.n.02
26731, p26/d3345,broke,break,EPS,break.v.57
26732, p26/d3345,my,speaker,HAS,O
26733, p26/d3345,nose,nose,CON,nose.n.01
26734, p26/d3345,!,!,EMP,O
26735, p94/d2222,Someone,person,DIS,person.n.01
26736, p94/d2222,screamed,scream,EPS,scream.v.01
26737, p94/d2222,.,.,NIL,O
26738, p82/d2767,That,entity,DST,entity.n.01
26739, p82/d2767,'s,be,ENS,be.v.01
26740, p82/d2767,a,a,DIS,O
26741, p82/d2767,nice,nice,IST,nice.a.01
26742, p82/d2767,story,story,CON,story.n.01
26743, p82/d2767,.,.,NIL,O
26744, p06/d2829,Tom,tom,PER,male.n.02
26745, p06/d2829,showed,show,EPS,show.v.04
26746, p06/d2829,his,male,HAS,male.n.02
26747, p06/d2829,credentials,credentials,CON,credentials.n.01
26748, p06/d2829,.,.,NIL,O
26749, p73/d2889,My,speaker,HAS,O
26750, p73/d2889,house,house,CON,house.n.01
26751, p73/d2889,is,be,NOW,O
26752, p73/d2889,five,5,QUC,O
26753, p73/d2889,blocks,block,CON,block.n.02
26754, p73/d2889,away,away,IST,away.r.05
26755, p73/d2889,.,.,NIL,O
26756, p75/d2476,She,female,PRO,female.n.02
26757, p75/d2476,has,have,ENS,have.v.04
26758, p75/d2476,hazel,hazel,COL,hazel.a.01
26759, p75/d2476,eyes,eye,CON,eye.n.01
26760, p75/d2476,.,.,NIL,O
26761, p83/d1974,He,male,PRO,male.n.02
26762, p83/d1974,is,be,NOW,O
26763, p83/d1974,suffering,suffer,EXG,suffer.v.02
26764, p83/d1974,from,from,REL,O
26765, p83/d1974,toothache,toothache,CON,toothache.n.01
26766, p83/d1974,.,.,NIL,O
26767, p54/d2813,She,female,PRO,female.n.02
26768, p54/d2813,hates,hate,ENS,hate.v.01
26769, p54/d2813,opera,opera,CON,opera.n.01
26770, p54/d2813,.,.,NIL,O
26771, p02/d2799,She,female,PRO,female.n.02
26772, p02/d2799,has,have,ENS,have.v.01
26773, p02/d2799,no,no,NOT,O
26774, p02/d2799,brothers,brother,ROL,brother.n.01
26775, p02/d2799,.,.,NIL,O
26776, p06/d3538,The,the,DEF,O
26777, p06/d3538,fire,fire,CON,fire.n.01
26778, p06/d3538,destroyed,destroy,EPS,destroy.v.01
26779, p06/d3538,the,the,DEF,O
26780, p06/d3538,tall,tall,DEG,tall.a.01
26781, p06/d3538,building,building,CON,building.n.01
26782, p06/d3538,.,.,NIL,O
26783, p76/d1796,I,speaker,PRO,O
26784, p76/d1796,'ll,will,FUT,O
26785, p76/d1796,see,see,EXS,see.v.08
26786, p76/d1796,him,male,PRO,male.n.02
26787, p76/d1796,next,next,FUT,O
26788, p76/d1796,Friday,friday,DOW,O
26789, p76/d1796,.,.,NIL,O
26790, p07/d3108,He,male,PRO,male.n.02
26791, p07/d3108,drew,draw,EPS,draw.v.06
26792, p07/d3108,an,an,DIS,O
26793, p07/d3108,apple,apple,CON,apple.n.01
26794, p07/d3108,.,.,NIL,O
26795, p45/d2416,Tom,tom,PER,male.n.02
26796, p45/d2416,is,be,NOW,O
26797, p45/d2416,forgiven,forgive,EXS,forgive.v.01
26798, p45/d2416,.,.,NIL,O
26799, p05/d3144,Whose,person,HAS,person.n.01
26800, p05/d3144,umbrella,umbrella,CON,umbrella.n.01
26801, p05/d3144,did,do,PST,O
26802, p05/d3144,you,hearer,PRO,O
26803, p05/d3144,use,use,EXS,use.v.01
26804, p05/d3144,?,?,QUE,O
26805, p62/d2047,I,speaker,PRO,O
26806, p62/d2047,am,be,NOW,O
26807, p62/d2047,Korean,korea,GPO,country.n.02
26808, p62/d2047,.,.,NIL,O
26809, p88/d1690,I,speaker,PRO,O
26810, p88/d1690,am,be,NOW,O
26811, p88/d1690,a,a,DIS,O
26812, p88/d1690,truck~driver,truck~driver,ROL,truck_driver.n.01
26813, p88/d1690,.,.,NIL,O
26814, p03/d3167,I,speaker,PRO,O
26815, p03/d3167,never,time,NOT,time.n.01
26816, p03/d3167,saw,see,EPS,see.v.08
26817, p03/d3167,her,female,PRO,female.n.02
26818, p03/d3167,again,again,ALT,O
26819, p03/d3167,.,.,NIL,O
26820, p92/d0803,America,america,GPE,country.n.02
26821, p92/d0803,abounds,abound,ENS,abound.v.01
26822, p92/d0803,in,in,REL,O
26823, p92/d0803,oil,oil,CON,oil.n.01
26824, p92/d0803,.,.,NIL,O
26825, p98/d3255,I,speaker,PRO,O
26826, p98/d3255,am,be,NOW,O
26827, p98/d3255,allergic,allergic,IST,allergic.a.02
26828, p98/d3255,to,to,REL,O
26829, p98/d3255,aspirin,aspirin,CON,aspirin.n.01
26830, p98/d3255,",",",",REL,O
26831, p98/d3255,penicillin,penicillin,CON,penicillin.n.01
26832, p98/d3255,",",",",REL,O
26833, p98/d3255,and,and,GRP,O
26834, p98/d3255,sulfa~drugs,sulfa~drug,CON,sulfa_drug.n.01
26835, p98/d3255,.,.,NIL,O
26836, p44/d3365,My,speaker,HAS,O
26837, p44/d3365,pencil,pencil,CON,pencil.n.01
26838, p44/d3365,is,be,NOW,O
26839, p44/d3365,red,red,COL,red.a.01
26840, p44/d3365,.,.,NIL,O
26841, p04/d2803,This,this,PRX,O
26842, p04/d2803,conference,conference,CON,conference.n.01
26843, p04/d2803,attracted,attract,EPS,attract.v.01
26844, p04/d2803,150,150,QUC,O
26845, p04/d2803,diplomats,diplomat,ROL,diplomat.n.01
26846, p04/d2803,.,.,NIL,O
26847, p66/d2109,He,male,PRO,male.n.02
26848, p66/d2109,drives,drive,ENS,drive.v.01
26849, p66/d2109,a,a,DIS,O
26850, p66/d2109,pickup~truck,pickup~truck,CON,pickup_truck.n.01
26851, p66/d2109,.,.,NIL,O
26852, p42/d3088,Tom,tom,PER,male.n.02
26853, p42/d3088,put,put,EPS,put.v.01
26854, p42/d3088,some,some,DIS,O
26855, p42/d3088,rice,rice,CON,rice.n.01
26856, p42/d3088,in,in,REL,O
26857, p42/d3088,a,a,DIS,O
26858, p42/d3088,bowl,bowl,CON,bowl.n.01
26859, p42/d3088,.,.,NIL,O
26860, p98/d1380,Who,person,QUE,person.n.01
26861, p98/d1380,starred,star,EPS,star.v.02
26862, p98/d1380,in,in,REL,O
26863, p98/d1380,"""","""",NIL,O
26864, p98/d1380,The~Poseidon~Adventure,the~poseidon~adventure,ART,movie.n.01
26865, p98/d1380,"""","""",NIL,O
26866, p98/d1380,?,?,QUE,O
26867, p13/d1964,Tom,tom,PER,male.n.02
26868, p13/d1964,detests,detest,ENS,detest.v.01
26869, p13/d1964,Mary,mary,PER,female.n.02
26870, p13/d1964,.,.,NIL,O
26871, p82/d2132,She,female,PRO,female.n.02
26872, p82/d2132,teaches,teach,ENS,O
26873, p82/d2132,us,speaker,PRO,O
26874, p82/d2132,French,french,CON,french.n.01
26875, p82/d2132,.,.,NIL,O
26876, p86/d3482,The,the,DEF,O
26877, p86/d3482,elevator,elevator,CON,elevator.n.01
26878, p86/d3482,is,be,NOW,O
26879, p86/d3482,n't,not,NOT,O
26880, p86/d3482,running,run,EXG,run.v.07
26881, p86/d3482,.,.,NIL,O
26882, p04/d2285,I,speaker,PRO,O
26883, p04/d2285,brush,brush,ENS,brush.v.03
26884, p04/d2285,my,speaker,HAS,O
26885, p04/d2285,teeth,tooth,CON,tooth.n.01
26886, p04/d2285,with,with,REL,O
26887, p04/d2285,a,a,DIS,O
26888, p04/d2285,toothbrush,toothbrush,CON,toothbrush.n.01
26889, p04/d2285,.,.,NIL,O
26890, p15/d2138,They,person,PRO,person.n.01
26891, p15/d2138,named,name,EPS,name.v.01
26892, p15/d2138,the,the,DEF,O
26893, p15/d2138,dog,dog,CON,dog.n.01
26894, p15/d2138,Shiro,shiro,LIT,O
26895, p15/d2138,.,.,NIL,O
26896, p83/d1390,How,how,QUE,O
26897, p83/d1390,many,?,QUV,O
26898, p83/d1390,Japanese,japan,GPO,country.n.02
26899, p83/d1390,students,student,ROL,student.n.01
26900, p83/d1390,were,be,EPS,be.v.03
26901, p83/d1390,there,there,NIL,O
26902, p83/d1390,in,in,REL,O
26903, p83/d1390,the,the,DEF,O
26904, p83/d1390,United~States,united~states,GPE,country.n.02
26905, p83/d1390,in,in,REL,O
26906, p83/d1390,1990,1990,YOC,O
26907, p83/d1390,?,?,QUE,O
26908, p52/d1587,Let,let,FUT,O
26909, p52/d1587,'s,speaker,PRO,O
26910, p52/d1587,not,not,NOT,O
26911, p52/d1587,go,go,EXS,go.v.01
26912, p52/d1587,to,to,REL,O
26913, p52/d1587,that,that,DST,O
26914, p52/d1587,restaurant,restaurant,CON,restaurant.n.01
26915, p52/d1587,again,again,ALT,O
26916, p52/d1587,.,.,NIL,O
26917, p14/d2264,Tom,tom,PER,male.n.02
26918, p14/d2264,stole,steal,EPS,steal.v.01
26919, p14/d2264,from,from,REL,O
26920, p14/d2264,me,speaker,PRO,O
26921, p14/d2264,.,.,NIL,O
26922, p12/d0929,I,speaker,PRO,O
26923, p12/d0929,took,take,EPS,take.v.09
26924, p12/d0929,a,a,DIS,O
26925, p12/d0929,taxi,taxi,CON,taxi.n.01
26926, p12/d0929,",",",",NIL,O
26927, p12/d0929,because,because,SUB,O
26928, p12/d0929,it,it,NIL,O
26929, p12/d0929,was,be,PST,O
26930, p12/d0929,raining,rain,EXG,rain.v.01
26931, p12/d0929,.,.,NIL,O
26932, p48/d3532,I,speaker,PRO,O
26933, p48/d3532,'m,be,NOW,O
26934, p48/d3532,learning,learn,EXG,learn.v.01
26935, p48/d3532,Japanese,japanese,CON,japanese.n.02
26936, p48/d3532,.,.,NIL,O
26937, p79/d2849,Tom,tom,PER,male.n.02
26938, p79/d2849,'s,be,NOW,O
26939, p79/d2849,innovative,innovative,IST,innovative.a.01
26940, p79/d2849,.,.,NIL,O
26941, p77/d2173,Tom,tom,PER,male.n.02
26942, p77/d2173,and,and,GRP,O
26943, p77/d2173,his,male,HAS,male.n.02
26944, p77/d2173,wife,wife,ROL,wife.n.01
26945, p77/d2173,both,both,AND,O
26946, p77/d2173,enjoy,enjoy,ENS,enjoy.v.03
26947, p77/d2173,playing,play,EXG,play.v.01
26948, p77/d2173,chess,chess,CON,chess.n.02
26949, p77/d2173,.,.,NIL,O
26950, p89/d3104,Tom,tom,PER,male.n.02
26951, p89/d3104,pushed,push,EPS,push.v.01
26952, p89/d3104,the,the,DEF,O
26953, p89/d3104,raft,raft,CON,raft.n.01
26954, p89/d3104,into,into,REL,O
26955, p89/d3104,the,the,DEF,O
26956, p89/d3104,water,water,CON,water.n.02
26957, p89/d3104,.,.,NIL,O
26958, p18/d0935,I,speaker,PRO,O
26959, p18/d0935,bought,buy,EPS,buy.v.01
26960, p18/d0935,an,an,DIS,O
26961, p18/d0935,umbrella,umbrella,CON,umbrella.n.01
26962, p18/d0935,.,.,NIL,O
26963, p02/d1699,Your,hearer,HAS,O
26964, p02/d1699,zipper,zipper,CON,zipper.n.01
26965, p02/d1699,'s,be,NOW,O
26966, p02/d1699,open,open,IST,open.a.01
26967, p02/d1699,.,.,NIL,O
26968, p09/d1086,Scrooge,scrooge,PER,male.n.02
26969, p09/d1086,shivered,shiver,EPS,shiver.v.01
26970, p09/d1086,",",",",NIL,O
26971, p09/d1086,and,and,COO,O
26972, p09/d1086,wiped,wipe,EPS,wipe.v.01
26973, p09/d1086,the,the,DEF,O
26974, p09/d1086,perspiration,perspiration,CON,perspiration.n.01
26975, p09/d1086,from,from,REL,O
26976, p09/d1086,his,male,HAS,male.n.02
26977, p09/d1086,brow,brow,CON,brow.n.01
26978, p09/d1086,.,.,NIL,O
26979, p09/d1086,"""","""",NIL,O
26980, p69/d2794,We,speaker,PRO,O
26981, p69/d2794,always,time,AND,O
26982, p69/d2794,looked,look~down~on,EPS,look_down_on.v.01
26983, p69/d2794,down,down,REL,O
26984, p69/d2794,on,on,REL,O
26985, p69/d2794,him,male,PRO,male.n.02
26986, p69/d2794,.,.,NIL,O
26987, p95/d2570,This,this,PRX,O
26988, p95/d2570,room,room,CON,room.n.01
26989, p95/d2570,has,have,ENS,have.v.02
26990, p95/d2570,air~conditioning,air~conditioning,CON,air_conditioning.n.01
26991, p95/d2570,.,.,NIL,O
26992, p07/d2562,Everybody,person,AND,person.n.01
26993, p07/d2562,wants,want,ENS,want.v.01
26994, p07/d2562,another,another,ALT,O
26995, p07/d2562,chance,chance,CON,chance.n.01
26996, p07/d2562,.,.,NIL,O
26997, p92/d1573,Children,child,CON,child.n.01
26998, p92/d1573,love,love,ENS,love.v.02
26999, p92/d1573,playing,play,EXG,play.v.05
27000, p92/d1573,with,with,REL,O
27001, p92/d1573,Lego,lego,CON,O
27002, p92/d1573,.,.,NIL,O
27003, p23/d2108,The,the,DEF,O
27004, p23/d2108,bulb,bulb,CON,bulb.n.02
27005, p23/d2108,has,have,NOW,O
27006, p23/d2108,burned,burn~out,EXT,burn_out.v.01
27007, p23/d2108,out,out,REL,O
27008, p23/d2108,.,.,NIL,O
27009, p37/d3327,In,in,REL,O
27010, p37/d3327,Africa,africa,GPE,continent.n.01
27011, p37/d3327,there,there,NIL,O
27012, p37/d3327,are,be,ENS,be.v.03
27013, p37/d3327,many,+,QUV,O
27014, p37/d3327,lions,lion,CON,lion.n.01
27015, p37/d3327,.,.,NIL,O
27016, p06/d1643,It,time,PRO,time.n.08
27017, p06/d1643,'s,be,NOW,O
27018, p06/d1643,midnight,00:00,CLO,O
27019, p06/d1643,.,.,NIL,O
27020, p06/d2959,You,hearer,PRO,O
27021, p06/d2959,misunderstood,misunderstand,EPS,misunderstand.v.01
27022, p06/d2959,me,speaker,PRO,O
27023, p06/d2959,.,.,NIL,O
27024, p43/d1205,This,entity,PRX,entity.n.01
27025, p43/d1205,borders,border~on,ENS,border_on.v.01
27026, p43/d1205,on,on,REL,O
27027, p43/d1205,scientific,scientific,IST,scientific.a.01
27028, p43/d1205,dishonesty,dishonesty,CON,dishonesty.n.01
27029, p43/d1205,.,.,NIL,O
27030, p94/d1917,He,male,PRO,male.n.02
27031, p94/d1917,was,be,PST,O
27032, p94/d1917,wounded,wound,EXS,wound.v.01
27033, p94/d1917,in,in,REL,O
27034, p94/d1917,the,the,DEF,O
27035, p94/d1917,shoulder,shoulder,CON,shoulder.n.01
27036, p94/d1917,.,.,NIL,O
27037, p77/d2078,The,the,DEF,O
27038, p77/d2078,boat,boat,CON,boat.n.01
27039, p77/d2078,was,be,PST,O
27040, p77/d2078,equipped,equip,EXS,equip.v.01
27041, p77/d2078,with,with,REL,O
27042, p77/d2078,radar,radar,CON,radar.n.01
27043, p77/d2078,.,.,NIL,O
27044, p09/d2435,Tom,tom,PER,male.n.02
27045, p09/d2435,is,be,NOW,O
27046, p09/d2435,pretty,pretty,INT,pretty.r.01
27047, p09/d2435,scared,scared,IST,scared.a.01
27048, p09/d2435,.,.,NIL,O
27049, p07/d2110,I,speaker,PRO,O
27050, p07/d2110,substitute,substitute,ENS,substitute.v.01
27051, p07/d2110,honey,honey,CON,honey.n.01
27052, p07/d2110,for,for,REL,O
27053, p07/d2110,jam,jam,CON,jam.n.01
27054, p07/d2110,.,.,NIL,O
27055, p64/d2214,The,the,DEF,O
27056, p64/d2214,sky,sky,CON,sky.n.01
27057, p64/d2214,is,be,NOW,O
27058, p64/d2214,overcast,overcast,IST,overcast.a.01
27059, p64/d2214,.,.,NIL,O
27060, p96/d0879,I,speaker,PRO,O
27061, p96/d0879,'m,be,ENS,be.v.03
27062, p96/d0879,on,on,REL,O
27063, p96/d0879,campus,campus,CON,campus.n.01
27064, p96/d0879,at,at,REL,O
27065, p96/d0879,the,the,DEF,O
27066, p96/d0879,moment,moment,NOW,O
27067, p96/d0879,.,.,NIL,O
27068, p24/d2838,Tom,tom,PER,male.n.02
27069, p24/d2838,is,be,NOW,O
27070, p24/d2838,drunk,drunk,IST,drunk.a.01
27071, p24/d2838,.,.,NIL,O
27072, p72/d1641,An,an,AND,O
27073, p72/d1641,elephant,elephant,CON,elephant.n.01
27074, p72/d1641,is,be,EQU,O
27075, p72/d1641,a,a,DIS,O
27076, p72/d1641,strong,strong,IST,strong.a.01
27077, p72/d1641,animal,animal,CON,animal.n.01
27078, p72/d1641,.,.,NIL,O
27079, p46/d2736,Tom,tom,PER,male.n.02
27080, p46/d2736,has,have,ENS,have.v.07
27081, p46/d2736,a,a,DIS,O
27082, p46/d2736,few,-,QUV,O
27083, p46/d2736,friends,friend,ROL,friend.n.01
27084, p46/d2736,in,in,REL,O
27085, p46/d2736,Boston,boston,GPE,city.n.01
27086, p46/d2736,.,.,NIL,O
27087, p88/d2105,There,there,NIL,O
27088, p88/d2105,used,use,PST,O
27089, p88/d2105,to,to,NIL,O
27090, p88/d2105,be,be,EXS,be.v.03
27091, p88/d2105,a,a,DIS,O
27092, p88/d2105,lot,+,QUV,O
27093, p88/d2105,of,of,REL,O
27094, p88/d2105,frogs,frog,CON,frog.n.01
27095, p88/d2105,in,in,REL,O
27096, p88/d2105,this,this,PRX,O
27097, p88/d2105,pond,pond,CON,pond.n.01
27098, p88/d2105,.,.,NIL,O
27099, p64/d3503,There,there,NIL,O
27100, p64/d3503,were,be,EPS,be.v.03
27101, p64/d3503,five,5,QUC,O
27102, p64/d3503,patients,patient,ROL,patient.n.01
27103, p64/d3503,in,in,REL,O
27104, p64/d3503,the,the,DEF,O
27105, p64/d3503,waiting~room,waiting~room,CON,waiting_room.n.01
27106, p64/d3503,.,.,NIL,O
27107, p66/d1390,How,how,QUE,O
27108, p66/d1390,old,old,DEG,old.a.01
27109, p66/d1390,was,be,PST,O
27110, p66/d1390,Burt~Lancaster,burt~lancaster,PER,male.n.02
27111, p66/d1390,when,when,REL,O
27112, p66/d1390,he,male,PRO,male.n.02
27113, p66/d1390,died,die,EPS,die.v.01
27114, p66/d1390,?,?,QUE,O
27115, p47/d0921,Mr.,mr,ROL,mr.n.01
27116, p47/d0921,Brown,brown,PER,male.n.02
27117, p47/d0921,is,be,NOW,O
27118, p47/d0921,looking,look,EXG,look.v.04
27119, p47/d0921,for,for,REL,O
27120, p47/d0921,his,male,HAS,male.n.02
27121, p47/d0921,glasses,glasses,CON,glasses.n.01
27122, p47/d0921,.,.,NIL,O
27123, p38/d3023,Tom,tom,PER,male.n.02
27124, p38/d3023,had,have,EPS,have.v.16
27125, p38/d3023,a,a,DIS,O
27126, p38/d3023,heart~attack,heart~attack,CON,heart_attack.n.01
27127, p38/d3023,.,.,NIL,O
27128, p65/d2412,The,the,DEF,O
27129, p65/d2412,woman,woman,CON,woman.n.01
27130, p65/d2412,drinks,drink,ENS,drink.v.01
27131, p65/d2412,water,water,CON,water.n.06
27132, p65/d2412,now,now,NOW,O
27133, p65/d2412,.,.,NIL,O
27134, p96/d1522,He,male,PRO,male.n.02
27135, p96/d1522,is,be,NOW,O
27136, p96/d1522,dishonest,dishonest,IST,dishonest.a.01
27137, p96/d1522,.,.,NIL,O
27138, p89/d2177,John,john,PER,male.n.02
27139, p89/d2177,gave,give,EPS,give.v.03
27140, p89/d2177,Mary,mary,PER,female.n.02
27141, p89/d2177,some,some,DIS,O
27142, p89/d2177,money,money,CON,money.n.01
27143, p89/d2177,.,.,NIL,O
27144, p14/d2976,Tom,tom,PER,male.n.02
27145, p14/d2976,bought,buy,EPS,buy.v.01
27146, p14/d2976,a,a,DIS,O
27147, p14/d2976,gun,gun,CON,gun.n.01
27148, p14/d2976,.,.,NIL,O
27149, p25/d1551,Perhaps,perhaps,POS,O
27150, p25/d1551,we,speaker,PRO,O
27151, p25/d1551,overlooked,overlook,EXS,overlook.v.01
27152, p25/d1551,something,entity,DIS,entity.n.01
27153, p25/d1551,.,.,NIL,O
27154, p19/d2071,I,speaker,PRO,O
27155, p19/d2071,'m,be,ENS,be.v.03
27156, p19/d2071,from,from,REL,O
27157, p19/d2071,Sapporo,sapporo,GPE,city.n.01
27158, p19/d2071,.,.,NIL,O
27159, p18/d0958,You,hearer,PRO,O
27160, p18/d0958,are,be,ENS,be.v.01
27161, p18/d0958,a,a,DIS,O
27162, p18/d0958,workaholic,workaholic,ROL,workaholic.n.01
27163, p18/d0958,.,.,NIL,O
27164, p89/d3248,My,speaker,HAS,O
27165, p89/d3248,grandfather,grandfather,ROL,grandfather.n.01
27166, p89/d3248,predeceased,predecease,EPS,predecease.v.01
27167, p89/d3248,my,speaker,HAS,O
27168, p89/d3248,great-grandfather,great~grandfather,ROL,great_grandfather.n.01
27169, p89/d3248,.,.,NIL,O
27170, p04/d1457,I,speaker,PRO,O
27171, p04/d1457,'m,be,FUT,O
27172, p04/d1457,travelling,travel,EXG,travel.v.01
27173, p04/d1457,to,to,REL,O
27174, p04/d1457,Paris,paris,GPE,city.n.01
27175, p04/d1457,tomorrow,day,FUT,O
27176, p04/d1457,.,.,NIL,O
27177, p99/d1544,The,the,DEF,O
27178, p99/d1544,other,other,ALT,O
27179, p99/d1544,kids,kid,CON,kid.n.01
27180, p99/d1544,are,be,NOW,O
27181, p99/d1544,n't,not,NOT,O
27182, p99/d1544,talking,talk,EXG,talk.v.02
27183, p99/d1544,.,.,NIL,O
27184, p15/d0794,I,speaker,PRO,O
27185, p15/d0794,'m,be,NOW,O
27186, p15/d0794,not,not,NOT,O
27187, p15/d0794,at~all,at~all,EMP,O
27188, p15/d0794,tired,tired,IST,tired.a.01
27189, p15/d0794,.,.,NIL,O
27190, p48/d3343,My,speaker,HAS,O
27191, p48/d3343,grandmother,grandmother,ROL,grandmother.n.01
27192, p48/d3343,died,die,EPS,die.v.01
27193, p48/d3343,.,.,NIL,O
27194, p36/d3297,The,the,DEF,O
27195, p36/d3297,planet,planet,CON,planet.n.03
27196, p36/d3297,Sakura,sakura,NTH,planet.n.03
27197, p36/d3297,is,be,NOW,O
27198, p36/d3297,4.7,4.7,QUC,O
27199, p36/d3297,light-years,light-year,UOM,light-year.n.01
27200, p36/d3297,away,away,DEG,away.r.05
27201, p36/d3297,.,.,NIL,O
27202, p08/d3039,The,the,DEF,O
27203, p08/d3039,disco,disco,CON,disco.n.02
27204, p08/d3039,is,be,NOW,O
27205, p08/d3039,empty,empty,IST,empty.a.01
27206, p08/d3039,.,.,NIL,O
27207, p23/d1469,Helium,helium,CON,helium.n.01
27208, p23/d1469,",",",",REL,O
27209, p23/d1469,neon,neon,CON,neon.n.01
27210, p23/d1469,",",",",REL,O
27211, p23/d1469,argon,argon,CON,argon.n.01
27212, p23/d1469,",",",",REL,O
27213, p23/d1469,krypton,krypton,CON,krypton.n.01
27214, p23/d1469,",",",",REL,O
27215, p23/d1469,xenon,xenon,CON,xenon.n.01
27216, p23/d1469,and,and,GRP,O
27217, p23/d1469,radon,radon,CON,radon.n.01
27218, p23/d1469,are,be,ENS,be.v.01
27219, p23/d1469,noble~gases,noble~gas,CON,noble_gas.n.01
27220, p23/d1469,.,.,NIL,O
27221, p15/d3523,Jack,jack,PER,male.n.02
27222, p15/d3523,'s,'s,HAS,O
27223, p15/d3523,book,book,CON,book.n.01
27224, p15/d3523,is,be,NOW,O
27225, p15/d3523,interesting,interesting,IST,interesting.a.01
27226, p15/d3523,.,.,NIL,O
27227, p02/d1387,Who,person,QUE,person.n.01
27228, p02/d1387,is,be,ENS,be.v.02
27229, p02/d1387,John~Lennon,john~lennon,PER,male.n.02
27230, p02/d1387,'s,'s,HAS,O
27231, p02/d1387,wife,wife,ROL,wife.n.01
27232, p02/d1387,?,?,QUE,O
27233, p07/d3150,There,there,NIL,O
27234, p07/d3150,is,be,NOW,O
27235, p07/d3150,a,a,DIS,O
27236, p07/d3150,napkin,napkin,CON,napkin.n.01
27237, p07/d3150,missing,miss,EXG,miss.v.06
27238, p07/d3150,.,.,NIL,O
27239, p35/d0856,Nobody,person,NOT,O
27240, p35/d0856,is,be,NOW,O
27241, p35/d0856,perfect,perfect,IST,perfect.a.01
27242, p35/d0856,.,.,NIL,O
27243, p36/d3261,Who,person,QUE,person.n.01
27244, p36/d3261,did,do,PST,O
27245, p36/d3261,Pizarro,pizarro,PER,male.n.02
27246, p36/d3261,kill,kill,EXS,kill.v.01
27247, p36/d3261,?,?,QUE,O
27248, p19/d2275,I,speaker,PRO,O
27249, p19/d2275,delivered,deliver,EPS,deliver.v.12
27250, p19/d2275,identical,identical,IST,identical.a.03
27251, p19/d2275,twins,twin,CON,twin.n.01
27252, p19/d2275,.,.,NIL,O
27253, p12/d3429,Tom,tom,PER,male.n.02
27254, p12/d3429,also,also,ALT,O
27255, p12/d3429,plays,play,ENS,play.v.03
27256, p12/d3429,guitar,guitar,CON,guitar.n.01
27257, p12/d3429,.,.,NIL,O
27258, p09/d3506,Tom,tom,PER,male.n.02
27259, p09/d3506,is,be,NOW,O
27260, p09/d3506,still,still,ALT,O
27261, p09/d3506,worried,worried,IST,worried.a.01
27262, p09/d3506,.,.,NIL,O
27263, p94/d0934,I,speaker,PRO,O
27264, p94/d0934,am,be,NOW,O
27265, p94/d0934,dozing,doze,EXG,doze.v.01
27266, p94/d0934,.,.,NIL,O
27267, p04/d1698,Tom,tom,PER,male.n.02
27268, p04/d1698,paid,pay,EPS,pay.v.01
27269, p04/d1698,cash,cash,CON,cash.n.01
27270, p04/d1698,.,.,NIL,O
27271, p69/d0896,The,the,DEF,O
27272, p69/d0896,Titanic,titanic,ART,vehicle.n.01
27273, p69/d0896,sank,sink,EPS,sink.v.04
27274, p69/d0896,on,on,REL,O
27275, p69/d0896,her,entity,HAS,entity.n.01
27276, p69/d0896,maiden~voyage,maiden~voyage,CON,maiden_voyage.n.01
27277, p69/d0896,.,.,NIL,O
27278, p69/d0896,She,entity,PRO,entity.n.01
27279, p69/d0896,was,be,EPS,be.v.01
27280, p69/d0896,a,a,DIS,O
27281, p69/d0896,large,large,DEG,large.a.01
27282, p69/d0896,ship,ship,CON,ship.n.01
27283, p69/d0896,.,.,NIL,O
27284, p07/d1900,He,male,PRO,male.n.02
27285, p07/d1900,eats,eat,ENS,eat.v.01
27286, p07/d1900,neither,neither,NOT,O
27287, p07/d1900,meat,meat,CON,meat.n.01
27288, p07/d1900,nor,nor,NOT,O
27289, p07/d1900,fish,fish,CON,fish.n.02
27290, p07/d1900,.,.,NIL,O
27291, p99/d2308,Tom,tom,PER,male.n.02
27292, p99/d2308,is,be,NOW,O
27293, p99/d2308,n't,not,NOT,O
27294, p99/d2308,afraid,afraid,IST,afraid.a.01
27295, p99/d2308,of,of,REL,O
27296, p99/d2308,anything,entity,DIS,entity.n.01
